Domain,File_Name,Record_Length,Field_Order,Field_Name,Start_Position,End_Position,Length,COBOL_PIC,COBOL_Kind,Decimal_Places,Signed,Target_Spark_Type,Is_Filler,Description
MEMBER,MEMBER.txt,380,39,Dual_Eligible_Code,327,328,2,X(2),X,0,N,string,N,"00=Not dual,01-08=dual category"
MEMBER,MEMBER.txt,380,40,Institutional_Status,329,329,1,X(1),X,0,N,string,N,Y/N nursing facility resident
MEMBER,MEMBER.txt,380,41,Waiver_Program_Code,330,332,3,X(3),X,0,N,string,N,"HCB,DDW,MFP,TBI, or NA"
MEMBER,MEMBER.txt,380,42,Caseworker_ID,333,340,8,X(8),X,0,N,string,N,may be blank
MEMBER,MEMBER.txt,380,43,Household_Size,341,342,2,9(2),9,0,N,int,N,Zero-padded unsigned numeric value.
MEMBER,MEMBER.txt,380,44,FPL_Percent,343,345,3,9(3),9,0,N,int,N,% of federal poverty level
MEMBER,MEMBER.txt,380,45,Deceased_Indicator,346,346,1,X(1),X,0,N,string,N,Y/N
MEMBER,MEMBER.txt,380,46,Death_Date,347,354,8,9(8),9,0,N,date,N,"99999999 if not deceased. date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
MEMBER,MEMBER.txt,380,47,Last_Update_Date,355,362,8,9(8),9,0,N,date,N,"date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
MEMBER,MEMBER.txt,380,48,Source_System_Code,363,365,3,X(3),X,0,N,string,N,MMS/GEN/LEG
MEMBER,MEMBER.txt,380,49,FILLER,366,380,15,X(15),X,0,N,,Y,Unused reserved space padding out the record to its fixed length. No business data; skip during mapping.
PROVIDER,PROVIDER.txt,400,1,Provider_ID,1,10,10,X(10),X,0,N,string,N,Free-text/coded alphanumeric value.
PROVIDER,PROVIDER.txt,400,2,NPI,11,20,10,9(10),9,0,N,string,N,Zero-padded unsigned numeric value.
PROVIDER,PROVIDER.txt,400,3,Legacy_Provider_ID,21,30,10,X(10),X,0,N,string,N,"pre-conversion legacy ID, may be blank"
PROVIDER,PROVIDER.txt,400,4,Provider_Name,31,65,35,X(35),X,0,N,string,N,Free-text/coded alphanumeric value.
PROVIDER,PROVIDER.txt,400,5,DBA_Name,66,100,35,X(35),X,0,N,string,N,"doing-business-as, may be blank"
PROVIDER,PROVIDER.txt,400,6,Provider_Type,101,102,2,X(2),X,0,N,string,N,"01=Individual,02=Group,03=Facility"
PROVIDER,PROVIDER.txt,400,7,Provider_Category,103,105,3,X(3),X,0,N,string,N,"PHY,HSP,DEN,BHV,DME,LTC,AMB,LAB"
PROVIDER,PROVIDER.txt,400,8,Specialty_Code_1,106,109,4,X(4),X,0,N,string,N,Free-text/coded alphanumeric value.
PROVIDER,PROVIDER.txt,400,9,Specialty_Code_2,110,113,4,X(4),X,0,N,string,N,"secondary specialty, may be blank"
PROVIDER,PROVIDER.txt,400,10,Taxonomy_Code,114,123,10,X(10),X,0,N,string,N,NUCC taxonomy code
PROVIDER,PROVIDER.txt,400,11,Tax_ID,124,132,9,9(9),9,0,N,string,N,Zero-padded unsigned numeric value.
PROVIDER,PROVIDER.txt,400,12,SSN,133,141,9,9(9),9,0,N,string,N,"individual providers only, zero-filled for orgs"
PROVIDER,PROVIDER.txt,400,13,License_Number,142,156,15,X(15),X,0,N,string,N,may be blank for facilities
PROVIDER,PROVIDER.txt,400,14,License_State,157,158,2,X(2),X,0,N,string,N,Free-text/coded alphanumeric value.
PROVIDER,PROVIDER.txt,400,15,DEA_Number,159,167,9,X(9),X,0,N,string,N,blank if non-prescriber
PROVIDER,PROVIDER.txt,400,16,Address_Line1,168,197,30,X(30),X,0,N,string,N,Free-text/coded alphanumeric value.
PROVIDER,PROVIDER.txt,400,17,Address_Line2,198,217,20,X(20),X,0,N,string,N,may be blank
PROVIDER,PROVIDER.txt,400,18,City,218,237,20,X(20),X,0,N,string,N,Free-text/coded alphanumeric value.
PROVIDER,PROVIDER.txt,400,19,State,238,239,2,X(2),X,0,N,string,N,Free-text/coded alphanumeric value.
PROVIDER,PROVIDER.txt,400,20,Zip,240,248,9,9(9),9,0,N,string,N,Zero-padded unsigned numeric value.
PROVIDER,PROVIDER.txt,400,21,County_Code,249,251,3,X(3),X,0,N,string,N,Free-text/coded alphanumeric value.
PROVIDER,PROVIDER.txt,400,22,Phone,252,261,10,9(10),9,0,N,string,N,Zero-padded unsigned numeric value.
PROVIDER,PROVIDER.txt,400,23,Fax,262,271,10,9(10),9,0,N,string,N,zero-filled if none
PROVIDER,PROVIDER.txt,400,24,Email,272,311,40,X(40),X,0,N,string,N,may be blank
PROVIDER,PROVIDER.txt,400,25,Billing_NPI,312,321,10,9(10),9,0,N,string,N,often same as NPI
PROVIDER,PROVIDER.txt,400,26,Group_Affiliation_ID,322,331,10,X(10),X,0,N,string,N,blank for solo practitioners
PROVIDER,PROVIDER.txt,400,27,Enrollment_Date,332,339,8,9(8),9,0,N,date,N,"date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
PROVIDER,PROVIDER.txt,400,28,Revalidation_Date,340,347,8,9(8),9,0,N,date,N,"next required revalidation. date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
PROVIDER,PROVIDER.txt,400,29,Termination_Date,348,355,8,9(8),9,0,N,date,N,"99999999 if active. date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
PROVIDER,PROVIDER.txt,400,30,Status,356,356,1,X(1),X,0,N,string,N,"A=Active,T=Terminated,P=Pending"
PROVIDER,PROVIDER.txt,400,31,Medicaid_Participation_Ind,357,357,1,X(1),X,0,N,string,N,Y/N
PROVIDER,PROVIDER.txt,400,32,Medicare_Participation_Ind,358,358,1,X(1),X,0,N,string,N,Y/N
PROVIDER,PROVIDER.txt,400,33,Ownership_Type,359,360,2,X(2),X,0,N,string,N,"IN,PT,NP,GV"
PROVIDER,PROVIDER.txt,400,34,Accreditation_Code,361,364,4,X(4),X,0,N,string,N,"JC01,NCQA,CARF,AAAH,NONE"
PROVIDER,PROVIDER.txt,400,35,Site_Of_Service_Code,365,366,2,X(2),X,0,N,string,N,POS default for this provider
PROVIDER,PROVIDER.txt,400,36,Panel_Capacity,367,370,4,9(4),9,0,N,int,N,"PCP max panel size, zero if N/A"
PROVIDER,PROVIDER.txt,400,37,Language_Spoken,371,373,3,X(3),X,0,N,string,N,primary language of provider
PROVIDER,PROVIDER.txt,400,38,Last_Update_Date,374,381,8,9(8),9,0,N,date,N,"date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
PROVIDER,PROVIDER.txt,400,39,Source_System_Code,382,384,3,X(3),X,0,N,string,N,Free-text/coded alphanumeric value.
PROVIDER,PROVIDER.txt,400,40,FILLER,385,400,16,X(16),X,0,N,,Y,Unused reserved space padding out the record to its fixed length. No business data; skip during mapping.
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,1,Claim_ID,1,13,13,X(13),X,0,N,string,N,Free-text/coded alphanumeric value.
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,2,ICN,14,28,15,X(15),X,0,N,string,N,Internal Control Number
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,3,Member_ID,29,38,10,X(10),X,0,N,string,N,Free-text/coded alphanumeric value.
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,4,Medicaid_ID,39,50,12,X(12),X,0,N,string,N,Free-text/coded alphanumeric value.
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,5,Billing_Provider_ID,51,60,10,X(10),X,0,N,string,N,Free-text/coded alphanumeric value.
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,6,Rendering_Provider_ID,61,70,10,X(10),X,0,N,string,N,Free-text/coded alphanumeric value.
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,7,Referring_Provider_ID,71,80,10,X(10),X,0,N,string,N,may be blank
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,8,Claim_Type,81,82,2,X(2),X,0,N,string,N,"IP,OP,PR,ER"
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,9,Claim_Frequency_Code,83,83,1,X(1),X,0,N,string,N,"1=Original,7=Replacement,8=Void"
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,10,Place_Of_Service,84,85,2,X(2),X,0,N,string,N,Free-text/coded alphanumeric value.
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,11,Type_Of_Bill,86,88,3,X(3),X,0,N,string,N,"institutional only, blank for professional"
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,12,From_DOS,89,96,8,9(8),9,0,N,date,N,"date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,13,To_DOS,97,104,8,9(8),9,0,N,date,N,"date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,14,Admission_Date,105,112,8,9(8),9,0,N,date,N,"99999999 if not inpatient. date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,15,Discharge_Date,113,120,8,9(8),9,0,N,date,N,"99999999 if not inpatient/not yet discharged. date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,16,Admission_Type,121,121,1,X(1),X,0,N,string,N,blank if N/A
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,17,Admission_Source,122,122,1,X(1),X,0,N,string,N,blank if N/A
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,18,Discharge_Status,123,124,2,X(2),X,0,N,string,N,blank if N/A
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,19,Principal_Diagnosis_Code,125,131,7,X(7),X,0,N,string,N,Free-text/coded alphanumeric value.
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,20,Diagnosis_Code_2,132,138,7,X(7),X,0,N,string,N,may be blank
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,21,Diagnosis_Code_3,139,145,7,X(7),X,0,N,string,N,may be blank
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,22,Diagnosis_Code_4,146,152,7,X(7),X,0,N,string,N,may be blank
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,23,Principal_Procedure_Code,153,157,5,X(5),X,0,N,string,N,Free-text/coded alphanumeric value.
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,24,Procedure_Code_2,158,162,5,X(5),X,0,N,string,N,may be blank
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,25,Modifier_1,163,164,2,X(2),X,0,N,string,N,may be blank
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,26,Modifier_2,165,166,2,X(2),X,0,N,string,N,may be blank
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,27,Revenue_Code,167,170,4,X(4),X,0,N,string,N,"institutional only, blank for professional"
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,28,DRG_Code,171,173,3,X(3),X,0,N,string,N,"inpatient only, blank otherwise"
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,29,Units,174,178,5,9(5),9,0,N,int,N,Zero-padded unsigned numeric value.
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,30,Billed_Amount,179,189,11,9(9)V9(2),9,2,N,"decimal(11,2)",N,2 implied decimal place(s) -- no literal decimal point in the raw bytes.
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,31,Allowed_Amount,190,200,11,9(9)V9(2),9,2,N,"decimal(11,2)",N,2 implied decimal place(s) -- no literal decimal point in the raw bytes.
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,32,Paid_Amount,201,211,11,9(9)V9(2),9,2,N,"decimal(11,2)",N,2 implied decimal place(s) -- no literal decimal point in the raw bytes.
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,33,Patient_Responsibility_Amount,212,220,9,9(7)V9(2),9,2,N,"decimal(9,2)",N,2 implied decimal place(s) -- no literal decimal point in the raw bytes.
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,34,TPL_Amount,221,229,9,9(7)V9(2),9,2,N,"decimal(9,2)",N,amount paid by other insurance. 2 implied decimal place(s) -- no literal decimal point in the raw bytes.
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,35,Claim_Status,230,230,1,X(1),X,0,N,string,N,"P=Paid,D=Denied,S=Suspended,R=Reversed"
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,36,Claim_Status_Date,231,238,8,9(8),9,0,N,date,N,"date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,37,Adjustment_Reason_Code,239,242,4,X(4),X,0,N,string,N,"CARC code, blank if paid in full"
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,38,EOB_Code,243,246,4,X(4),X,0,N,string,N,explanation of benefits code
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,39,Received_Date,247,254,8,9(8),9,0,N,date,N,"date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,40,Processed_Date,255,262,8,9(8),9,0,N,date,N,"date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,41,Paid_Date,263,270,8,9(8),9,0,N,date,N,"99999999 if not yet paid. date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,42,Check_EFT_Number,271,280,10,X(10),X,0,N,string,N,blank until paid
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,43,COB_Indicator,281,281,1,X(1),X,0,N,string,N,Y/N other coverage exists
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,44,Prior_Auth_Number,282,293,12,X(12),X,0,N,string,N,blank if no PA required/on file
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,45,Last_Update_Date,294,301,8,9(8),9,0,N,date,N,"date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,46,Source_System_Code,302,304,3,X(3),X,0,N,string,N,Free-text/coded alphanumeric value.
MEDICAL_CLAIMS,MEDICAL_CLAIMS.txt,320,47,FILLER,305,320,16,X(16),X,0,N,,Y,Unused reserved space padding out the record to its fixed length. No business data; skip during mapping.
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,1,Rx_Claim_ID,1,12,12,X(12),X,0,N,string,N,Free-text/coded alphanumeric value.
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,2,Member_ID,13,22,10,X(10),X,0,N,string,N,Free-text/coded alphanumeric value.
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,3,Medicaid_ID,23,34,12,X(12),X,0,N,string,N,Free-text/coded alphanumeric value.
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,4,Pharmacy_NPI,35,44,10,9(10),9,0,N,string,N,Zero-padded unsigned numeric value.
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,5,Pharmacy_NCPDP_ID,45,51,7,X(7),X,0,N,string,N,Free-text/coded alphanumeric value.
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,6,Prescriber_NPI,52,61,10,9(10),9,0,N,string,N,Zero-padded unsigned numeric value.
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,7,Prescriber_DEA,62,70,9,X(9),X,0,N,string,N,Free-text/coded alphanumeric value.
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,8,NDC_Code,71,81,11,X(11),X,0,N,string,N,Free-text/coded alphanumeric value.
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,9,Drug_Name,82,111,30,X(30),X,0,N,string,N,Free-text/coded alphanumeric value.
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,10,Drug_Strength,112,121,10,X(10),X,0,N,string,N,Free-text/coded alphanumeric value.
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,11,Dosage_Form_Code,122,123,2,X(2),X,0,N,string,N,Free-text/coded alphanumeric value.
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,12,GCN_Sequence_Number,124,129,6,X(6),X,0,N,string,N,generic code number sequence
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,13,Therapeutic_Class_Code,130,135,6,X(6),X,0,N,string,N,GPI/therapeutic class
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,14,Fill_Date,136,143,8,9(8),9,0,N,date,N,"date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,15,Rx_Number,144,155,12,X(12),X,0,N,string,N,Free-text/coded alphanumeric value.
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,16,Refill_Number,156,157,2,9(2),9,0,N,int,N,0 = original fill
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,17,Days_Supply,158,160,3,9(3),9,0,N,int,N,Zero-padded unsigned numeric value.
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,18,Quantity_Dispensed,161,168,8,9(5)V9(3),9,3,N,"decimal(8,3)",N,3 implied decimal place(s) -- no literal decimal point in the raw bytes.
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,19,Ingredient_Cost,169,177,9,9(7)V9(2),9,2,N,"decimal(9,2)",N,2 implied decimal place(s) -- no literal decimal point in the raw bytes.
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,20,Dispensing_Fee,178,184,7,9(5)V9(2),9,2,N,"decimal(7,2)",N,2 implied decimal place(s) -- no literal decimal point in the raw bytes.
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,21,Sales_Tax,185,190,6,9(4)V9(2),9,2,N,"decimal(6,2)",N,2 implied decimal place(s) -- no literal decimal point in the raw bytes.
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,22,Incentive_Fee,191,196,6,9(4)V9(2),9,2,N,"decimal(6,2)",N,2 implied decimal place(s) -- no literal decimal point in the raw bytes.
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,23,Copay_Amount,197,202,6,9(4)V9(2),9,2,N,"decimal(6,2)",N,2 implied decimal place(s) -- no literal decimal point in the raw bytes.
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,24,TPL_Amount,203,209,7,9(5)V9(2),9,2,N,"decimal(7,2)",N,2 implied decimal place(s) -- no literal decimal point in the raw bytes.
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,25,Paid_Amount,210,218,9,9(7)V9(2),9,2,N,"decimal(9,2)",N,2 implied decimal place(s) -- no literal decimal point in the raw bytes.
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,26,DAW_Code,219,219,1,X(1),X,0,N,string,N,0-9 dispense as written
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,27,Compound_Code,220,220,1,X(1),X,0,N,string,N,"1=Not a compound,2=Compound"
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,28,Prior_Auth_Number,221,232,12,X(12),X,0,N,string,N,blank if not required
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,29,Claim_Status,233,233,1,X(1),X,0,N,string,N,"P=Paid,D=Denied,R=Reversed"
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,30,Reversal_Indicator,234,234,1,X(1),X,0,N,string,N,Y/N
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,31,Received_Date,235,242,8,9(8),9,0,N,date,N,"date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,32,Paid_Date,243,250,8,9(8),9,0,N,date,N,"99999999 if not paid. date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,33,Last_Update_Date,251,258,8,9(8),9,0,N,date,N,"date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,34,Source_System_Code,259,261,3,X(3),X,0,N,string,N,Free-text/coded alphanumeric value.
PHARMACY_CLAIMS,PHARMACY_CLAIMS.txt,270,35,FILLER,262,270,9,X(9),X,0,N,,Y,Unused reserved space padding out the record to its fixed length. No business data; skip during mapping.
FINANCE,FINANCE.txt,220,1,Transaction_ID,1,14,14,X(14),X,0,N,string,N,Free-text/coded alphanumeric value.
FINANCE,FINANCE.txt,220,2,Claim_ID,15,27,13,X(13),X,0,N,string,N,blank for non-claim transactions e.g. capitation
FINANCE,FINANCE.txt,220,3,Member_ID,28,37,10,X(10),X,0,N,string,N,blank for provider-level transactions
FINANCE,FINANCE.txt,220,4,Provider_ID,38,47,10,X(10),X,0,N,string,N,Free-text/coded alphanumeric value.
FINANCE,FINANCE.txt,220,5,Payee_ID,48,57,10,X(10),X,0,N,string,N,often same as Provider_ID
FINANCE,FINANCE.txt,220,6,Transaction_Type,58,59,2,X(2),X,0,N,string,N,"PY,RC,AJ,CP,VD"
FINANCE,FINANCE.txt,220,7,Transaction_Subtype,60,62,3,X(3),X,0,N,string,N,Free-text/coded alphanumeric value.
FINANCE,FINANCE.txt,220,8,Transaction_Date,63,70,8,9(8),9,0,N,date,N,"date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
FINANCE,FINANCE.txt,220,9,Posting_Date,71,78,8,9(8),9,0,N,date,N,"date in YYYYMMDD format; value of all 9s (e.g. 99999999) means open-ended/not-applicable/pending, map to NULL."
